date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice,commodity_label,year_month,month,month_name,year,quarter,day_of_year,month_sin,month_cos,price_lag_1,price_lag_2,price_lag_3,price_lag_6,rolling_mean_3,rolling_std_3,rolling_mean_6,rolling_std_6,rolling_mean_12,rolling_std_12,price_pct_change_1m,price_pct_change_3m,commodity_enc,market_enc
2006-09-15,Eastern,Marsabit,Marsabit,190,2.33,37.98,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,20.0,0.27,Maize,2006-09,9,Sep,2006,3,258,-1.0,-1.8369701987210297e-16,22.0,21.0,20.0,22.0,21.0,0.9999999999999987,21.833333333333332,1.3291601358251253,21.75,1.1649647450214347,-0.09090909090909094,0.0,5,160
2006-09-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Sorghum,65,90 KG,actual,Wholesale,KES,1905.0,26.02,Sorghum,2006-09,9,Sep,2006,3,258,-1.0,-1.8369701987210297e-16,1668.75,1680.0,1978.07,2250.0,1775.6066666666666,175.42859411547775,1983.5183333333334,271.9491935944411,2015.13875,250.36494434196894,0.14157303370786511,-0.036940047622177175,10,181
2006-09-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,14.8,0.2,Maize,2006-09,9,Sep,2006,3,258,-1.0,-1.8369701987210297e-16,17.5,18.61,16.96,16.91,17.69,0.8412490713219314,17.451666666666668,0.6530364971934293,17.075,0.9234871798939988,-0.15428571428571425,-0.12735849056603776,5,181
2006-09-15,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,13.6,0.19,Maize,2006-09,9,Sep,2006,3,258,-1.0,-1.8369701987210297e-16,15.24,17.26,19.3,14.75,17.26666666666667,2.030008210164019,16.986666666666668,1.8335502901929535,16.82375,1.7694465438177471,-0.10761154855643051,-0.2953367875647669,5,101
2006-09-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,3093.0,42.25,Beans (Dry),2006-09,9,Sep,2006,3,258,-1.0,-1.8369701987210297e-16,2888.0,2760.0,3017.0,3760.0,2888.3333333333335,128.50032425380618,3540.0,758.8883975921624,3487.5,653.9722580398302,0.070983379501385,0.025190586675505555,1,181
2006-09-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,1124.38,15.36,Maize,2006-09,9,Sep,2006,3,258,-1.0,-1.8369701987210297e-16,1529.5,1550.0,1549.0,1192.0,1542.8333333333333,11.557825631721322,1381.12,183.49487840264098,1381.12,183.49487840264098,-0.2648708728342595,-0.274125242091672,5,36
2006-09-15,Coast,Mombasa,Mombasa,191,-4.05,39.67,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,3043.75,41.58,Beans (Dry),2006-09,9,Sep,2006,3,258,-1.0,-1.8369701987210297e-16,2798.75,2750.0,2706.25,3958.75,2751.6666666666665,46.27251704125612,3364.616666666667,672.1887247393149,3354.2125,569.9178297601956,0.08753907994640464,0.12471131639722866,1,172
2006-09-15,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,1242.0,16.97,Maize,2006-09,9,Sep,2006,3,258,-1.0,-1.8369701987210297e-16,1231.0,1533.33,1714.0,1554.55,1492.7766666666666,244.04032378550335,1545.4799999999998,178.1196277786364,1506.11,171.16447169733726,0.008935824532900094,-0.2753792298716453,5,101
2006-09-15,Eastern,Kitui,Kitui,187,-1.37,38.02,pulses and nuts,Beans (dry),262,KG,actual,Retail,KES,42.0,0.57,Beans (Dry),2006-09,9,Sep,2006,3,258,-1.0,-1.8369701987210297e-16,42.0,51.0,53.0,47.0,48.666666666666664,5.859465277082313,49.5,4.277849927241488,47.25,5.57417514717905,0.0,-0.2075471698113207,1,104
2006-09-15,Eastern,Kitui,Kitui,187,-1.37,38.02,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,19.0,0.26,Maize,2006-09,9,Sep,2006,3,258,-1.0,-1.8369701987210297e-16,21.0,22.0,22.0,18.0,21.666666666666668,0.5773502691896232,20.666666666666668,1.7511900715418218,19.875,2.1001700611413074,-0.09523809523809523,-0.13636363636363635,5,104
2006-09-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,36.49,0.5,Beans (Dry),2006-09,9,Sep,2006,3,258,-1.0,-1.8369701987210297e-16,29.39,41.43,46.06,50.54,38.96,8.605108947596179,44.93666666666667,8.661733467768832,44.93625,7.336820910409942,0.24157876828853353,-0.20777247069040383,1,36
2006-09-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,34.75,0.47,Beans (Dry),2006-09,9,Sep,2006,3,258,-1.0,-1.8369701987210297e-16,30.59,30.3,33.07,42.31,31.320000000000004,1.5224651063324828,38.848333333333336,8.636312677680602,40.3125,7.890793460012208,0.13599215429879052,0.05080133051103708,1,181
2006-09-15,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,2811.0,38.4,Beans (Dry),2006-09,9,Sep,2006,3,258,-1.0,-1.8369701987210297e-16,2777.0,3200.0,3340.0,4515.0,3105.6666666666665,293.11488077771156,3835.8333333333335,822.1069070787977,3876.875,698.9507314539416,0.012243428159884662,-0.15838323353293415,1,101
2006-09-15,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,30.74,0.42,Beans (Dry),2006-09,9,Sep,2006,3,258,-1.0,-1.8369701987210297e-16,30.12,34.77,38.51,54.52,34.46666666666666,4.203217021917107,42.693333333333335,9.622516649331747,42.32,8.205968211351678,0.02058432934926957,-0.2017657751233446,1,101
